,Firm,Date,Headlines,Label,Description,Open,Close
0,Wyndham,12-02-2019,Bluebonnet Wyndham hotel to be rebranded - The Advocate,0,https://www.theadvocate.com/baton_rouge/news/business/article_e08d21bc-1544-11ea-9f1f-b31b9f84a1ab.html,57.849998474121094,57.689998626708984
1,Wyndham,12-03-2019,Wyndham Hotels Promotes Finance Exec to CFO Amid Post-Spinoff Growth Push - Wall Street Journal,0,https://www.wsj.com/articles/wyndham-hotels-promotes-finance-exec-to-cfo-amid-post-spinoff-growth-push-11575407160,57.369998931884766,56.29999923706055
2,Wyndham,12-03-2019,Wyndham Hotels & Resorts names new CFO - Hotel Management,0,https://www.hotelmanagement.net/operate/wyndham-hotels-resorts-names-new-cfo,57.369998931884766,56.29999923706055
3,Wyndham,12-18-2019,New 150-room Wyndham hotel crops up on charming Texas Hill Country winery - culturemap.com,1,https://sanantonio.culturemap.com/news/real-estate/12-18-19-fredericksburg-wyndham-hotel-50-acres-fiesta-winery/,60.439998626708984,61.369998931884766
4,Wyndham,12-19-2019,Wyndham Hotels & Resorts Explained - Skift,1,https://skift.com/2019/12/18/wyndham-hotels-resorts-explained/,61.33000183105469,61.47999954223633
5,Wyndham,01-21-2020,Wyndham Hotels & Resorts Named a Best Place to Work for LGBTQ Equality - PRNewswire,0,https://www.prnewswire.com/news-releases/wyndham-hotels--resorts-named-a-best-place-to-work-for-lgbtq-equality-300990355.html,60.72999954223633,60.380001068115234
6,Wyndham,01-23-2020,Wyndham Hotels & Resorts Reinforces Efforts to Combat Human Trafficking - Hospitality Net,0,https://www.hospitalitynet.org/news/4096636.html,59.66999816894531,59.400001525878906
7,Wyndham,01-24-2020,TRYP by Wyndham Opens First Hotel in the Amazon - PRNewswire,0,https://www.prnewswire.com/news-releases/tryp-by-wyndham-opens-first-hotel-in-the-amazon-300992908.html,59.45000076293945,58.599998474121094
8,Wyndham,01-28-2020,"Wyndham Garden Brings the Outside In with Refreshing, Cost-Effective New Prototype - PRNewswire",1,https://www.prnewswire.com/news-releases/wyndham-garden-brings-the-outside-in-with-refreshing-cost-effective-new-prototype-300994413.html,57.52000045776367,58.27000045776367
9,Wyndham,02-12-2020,Wyndham award chart change is officially in effect - The Points Guy,1,https://thepointsguy.com/news/wyndham-award-chart-change/,59.81999969482422,59.86000061035156
