,Firm,Date,Headlines,Label,Description,Open,Close
0,Delta,04-13-2020,"United, Delta Weigh Selling Miles Early to Raise Cash in Coronavirus Crisis - The Wall Street Journal",0,https://www.wsj.com/articles/united-delta-weigh-selling-miles-early-to-raise-cash-in-coronavirus-crisis-11586779535,24.979999542236328,23.25
1,Delta,04-14-2020,"Delta extends waived change fees, free flights for medical volunteers - Boston.com",1,https://www.boston.com/travel/travel/2020/04/14/delta-extends-waived-change-fees,23.989999771118164,24.540000915527344
2,Delta,04-14-2020,Delta reaches agreement with Treasury for CARES Act funds - New York Business Journal,1,https://www.bizjournals.com/atlanta/news/2020/04/14/delta-air-lines-cares-act-funds.html,23.989999771118164,24.540000915527344
3,Delta,04-14-2020,Delta seeks bailout to pay workers - and also applies for unemployment - Salt Lake Tribune,1,https://www.sltrib.com/news/nation-world/2020/04/14/delta-seeks-bailout-pay/,23.989999771118164,24.540000915527344
4,Delta,04-14-2020,Report: Delta Raises $1 Billion Through Aircraft Sales - Motley Fool,1,https://www.fool.com/investing/2020/04/14/report-delta-raises-1-billion-through-aircraft-sal.aspx,23.989999771118164,24.540000915527344
5,Delta,04-14-2020,Delta absorbs order for 10 Airbus A350 jets cancelled by Latam -sources - Reuters,1,https://www.reuters.com/article/airbus-a350/delta-absorbs-order-for-10-airbus-a350-jets-cancelled-by-latam-sources-idUSL5N2C247F,23.989999771118164,24.540000915527344
6,Delta,04-20-2020,"A rough ride for carriers Delta, United and American promises to get worse this fall - The Detroit News",1,https://www.detroitnews.com/story/business/2020/04/20/rough-ride-carriers-delta-united-and-american-promises-get-worse-fall/5168946002/,23.440000534057617,23.639999389648438
7,Delta,04-20-2020,Delta reaches deal for $5.4 billion in federal relief funding - Atlanta Journal Constitution,1,https://www.ajc.com/news/breaking-news/delta-air-reaches-deal-for-billion-federal-relief-funding/JyJEeun6gNexCxZqTQd7cJ/,23.440000534057617,23.639999389648438
8,Delta,04-20-2020,Delta adds Atlanta to Asia 'cargo-only flights' as part of expansion - New York Business Journal,1,https://www.bizjournals.com/atlanta/news/2020/04/20/delta-adds-atlanta-to-asia-cargo-only-flights-as.html,23.440000534057617,23.639999389648438
9,Delta,04-20-2020,Delta Air Lines' Response to Class-Action Lawsuit - TravelPulse,1,https://www.travelpulse.com/news/airlines/delta-air-lines-response-to-class-action-lawsuit.html,23.440000534057617,23.639999389648438
10,Delta,04-20-2020,"DOT grants exemptions to Delta, Alaska Airlines, Hawaiian Airlines under CARES Act obligations - PaxEx.Aero",1,https://paxex.aero/2020/04/hawaii-cares-act-exemptions/,23.440000534057617,23.639999389648438
11,Delta,04-22-2020,Delta reports its first loss in five years as coronavirus ravages airlines - CNN,0,https://www.cnn.com/2020/04/22/business/delta-losses/index.html,23.8799991607666,22.469999313354492
12,Delta,04-22-2020,Delta still flying all of its Airbus A220s even as the coronavirus grounds more than half its fleet - The Points Guy,0,https://thepointsguy.com/news/delta-air-lines-fleet-airbus-a220-coronavirus/,23.8799991607666,22.469999313354492
13,Delta,04-22-2020,Here's How Much Investing $100 In Delta Stock In 2010 Would Be Worth Today - Benzinga,0,https://www.benzinga.com/general/education/20/04/15841001/heres-how-much-investing-100-in-delta-stock-in-2010-would-be-worth-today,23.8799991607666,22.469999313354492
14,Delta,04-22-2020,"Delta's 1Q was bad, but it will get worse for US airlines - Tech Xplore",0,https://techxplore.com/news/2020-04-delta-1q-bad-worse-airlines.html,23.8799991607666,22.469999313354492
15,Delta,04-22-2020,Delta: 1Q Earnings Snapshot - San Francisco Chronicle,0,https://www.sfchronicle.com/business/article/Delta-1Q-Earnings-Snapshot-15217731.php,23.8799991607666,22.469999313354492
16,Delta,04-22-2020,Delta Air Lines reports first quarterly loss in over 5 years - Yahoo Finance,0,https://finance.yahoo.com/video/delta-air-lines-reports-first-152415191.html,23.8799991607666,22.469999313354492
17,Delta,04-23-2020,"Virgin Atlantic Owes Delta $200 Million, Won’t Receive Cash From U.S. Shareholder - Forbes",0,https://www.forbes.com/sites/willhorton1/2020/04/23/virgin-atlantic-owes-delta-200-million-wont-receive-cash-from-us-shareholder/,22.649999618530273,22.479999542236328
18,Delta,04-23-2020,"Delta Doubles Asia Cargo-Only Flights, Adds Atlanta Gateway - Benzinga",0,https://www.benzinga.com/news/20/04/15867147/delta-doubles-asia-cargo-only-flights-adds-atlanta-gateway,22.649999618530273,22.479999542236328
19,Delta,04-23-2020,Delta Air Lines Inc (DE) (DAL) Q1 2020 Earnings Call Transcript - The Motley Fool,0,https://www.fool.com/earnings/call-transcripts/2020/04/22/delta-air-lines-inc-de-dal-q1-2020-earnings-call-t.aspx,22.649999618530273,22.479999542236328
20,Delta,04-23-2020,How Delta Is Winning With Its Aircraft Cabins - Simple Flying,0,https://simpleflying.com/delta-winning/,22.649999618530273,22.479999542236328
21,Delta,04-24-2020,Delta CEO raises prospect of ‘immunity passports’ for air travel - The Points Guy,0,https://thepointsguy.com/news/delta-air-lines-ceo-immunity-passports/,22.530000686645508,22.40999984741211
22,Delta,04-24-2020,Delta Makes Its Case It Can Fly Through the Coronavirus Crisis - Motley Fool,0,https://www.fool.com/investing/2020/04/24/delta-makes-its-case-it-can-fly-through-coronaviru.aspx,22.530000686645508,22.40999984741211
23,Delta,04-24-2020,Delta Air Lines sees spike in losses for first quarter - Travel Daily,0,https://www.traveldailymedia.com/delta-air-lines-sees-spike-in-losses-for-first-quarter/,22.530000686645508,22.40999984741211
24,Delta,04-27-2020,Delta to manufacture mobile hospital care pods for military aircraft - Atlanta Journal Constitution,0,https://www.ajc.com/business/delta-manufacture-mobile-hospital-care-pods-for-military-aircraft/LEC98LTbi2rNW7F1yokkYP/,22.829999923706055,22.15999984741211
25,Delta,04-28-2020,"Delta Air Lines distributing masks to passengers, employees - Atlanta Journal Constitution",1,https://www.ajc.com/blog/airport/delta-require-masks-flight-attendants-and-other-employees/tpe0JaGIWuiGfzjYz0BLWO/,23.0,24.34000015258789
26,Delta,04-28-2020,Delta seeks to suspend service to some airports - Atlanta Journal Constitution,1,https://www.ajc.com/blog/airport/delta-seeks-discontinue-service-some-airports/Zd9qcExxdFFqNS9LYUugsI/,23.0,24.34000015258789
27,Delta,04-28-2020,Delta looks to pause flights to Hilton Head Island Airport - ABC NEWS 4,1,http://abcnews4.com/news/coronavirus/delta-looks-to-pause-flights-at-hilton-head-island-airport,23.0,24.34000015258789
28,Delta,04-28-2020,Delta outlines international flying schedule for May – Business Traveller - Business Traveller,1,https://www.businesstraveller.com/business-travel/2020/04/28/delta-outlines-international-flying-schedule-for-may/,23.0,24.34000015258789
29,Delta,04-29-2020,"Despite the Potential Upside, Wait for Delta to Fall Below Book Value - Investorplace.com",1,https://investorplace.com/2020/04/wait-below-book-value-dal-stock/,25.690000534057617,27.31999969482422
30,Delta,04-30-2020,Delta Air Lines Retiring Older Planes Sooner Than Expected - TravelPulse,0,https://www.travelpulse.com/news/airlines/delta-air-lines-retiring-older-planes-sooner-than-expected.html,26.700000762939453,25.90999984741211
31,Delta,04-30-2020,"American, Delta confirm accelerated fleet retirements – PaxEx.Aero - PaxEx.Aero",0,https://paxex.aero/2020/04/american-delta-confirm-accelerated-fleet-retirements/,26.700000762939453,25.90999984741211
32,Delta,04-30-2020,Delta files application to suspend flights to Brunswick airport - Brunswick News,0,https://thebrunswicknews.com/news/coronavirus/delta-files-application-to-suspend-flights-to-brunswick-airport/article_832c129c-8af8-11ea-92e4-f75c41b269a2.html,26.700000762939453,25.90999984741211
33,Delta,04-30-2020,Video: Delta & Southwest Planes Piling Up At Boneyard - Simple Flying,0,https://simpleflying.com/delta-southwest-aircraft-boneyard/,26.700000762939453,25.90999984741211
34,Delta,04-30-2020,Delta High School seniors to graduate at drive-in theater - 13abc Action News,0,https://www.13abc.com/content/news/Delta-High-School-seniors-to-graduate-at-drive-in-theater-570054151.html,26.700000762939453,25.90999984741211
35,Delta,05-01-2020,How radically could air travel change? These questions from Delta offer some insights - The Points Guy,0,https://thepointsguy.com/news/delta-air-lines-survey-coronavirus/,24.950000762939453,24.1200008392334
36,Delta,05-01-2020,"After coronavirus, expect a ‘new’ Delta - Fortune",0,https://fortune.com/2020/05/01/delta-ceo-pay-travel-ceo-daily/,24.950000762939453,24.1200008392334
37,Delta,05-04-2020,You won't see Delta crews smiling in May; here's why - Cincinnati Business Courier,1,https://www.bizjournals.com/cincinnati/news/2020/05/04/you-wont-see-delta-crews-smiling-in-may-heres-why.html,21.190000534057617,22.56999969482422
38,Delta,05-05-2020,Coronavirus: Delta says airline will push on despite billionaire selling off stake in company - WHIO,0,https://www.whio.com/news/trending/coronavirus-delta-says-airline-will-push-despite-billionaire-selling-off-stake-company/F2OXNRHQKVHC3KRQ3256DP6AW4/,23.020000457763672,21.709999084472656
39,Delta,05-05-2020,Excessive derotation on landing buckled Delta 757's fuselage - Flightglobal,0,https://www.flightglobal.com/safety/excessive-derotation-on-landing-buckled-delta-757s-fuselage/138227.article,23.020000457763672,21.709999084472656
40,Delta,05-06-2020,Delta Will Start Blocking Aisle and Window Seats to Promote Social Distancing (Video) - Travel + Leisure,0,https://www.travelandleisure.com/airlines-airports/delta/delta-air-lines-social-distancing-seats,21.760000228881836,21.0
41,Delta,05-06-2020,ATTENTION DELTA AIRLINES EMPLOYEES/INVESTORS: KlaymanToskes Commences Investigation into Damages Sustained in Delta Stock Held With Full-Service Brokerage Firms During Coronavirus Pandemic - Yahoo Finance,0,https://finance.yahoo.com/news/attention-delta-airlines-employees-investors-192900340.html,21.760000228881836,21.0
42,Delta,05-06-2020,Episode 2: Parchman | Coronavirus in the Delta - APM Reports,0,https://www.apmreports.org/story/2020/05/06/coronavirus-in-the-delta-e2-parchman,21.760000228881836,21.0
43,Delta,05-06-2020,Delta Dental is drilled by dentists for lack of coronavirus aid - The Boston Globe,0,https://www.bostonglobe.com/2020/05/06/business/delta-dental-is-drilled-by-dentists-lack-coronavirus-aid/,21.760000228881836,21.0
44,Delta,05-07-2020,"Airline stocks suffer broad selloff as American, Delta fall to new COVID-19 lows - MarketWatch",1,https://www.marketwatch.com/story/airline-stocks-suffer-broad-selloff-as-american-delta-fall-to-new-covid-19-lows-2020-05-06,21.06999969482422,21.68000030517578
45,Delta,05-07-2020,Is Delta Air Lines Stock a Buy? - Motley Fool,1,https://www.fool.com/investing/2020/05/07/is-delta-air-lines-stock-a-buy.aspx,21.06999969482422,21.68000030517578
46,Delta,05-07-2020,Dozens of Delta Air Lines planes parked on runway at KCI Airport - KMBC Kansas City,1,https://www.kmbc.com/article/dozens-of-delta-air-lines-planes-parked-on-runway-at-kci-airport-during-covid-19-coronavirus-shutdown/32394306,21.06999969482422,21.68000030517578
47,Delta,05-08-2020,"Delta, citing health concerns, drops service to 10 US airports. Is yours on the list? - USA TODAY",1,https://www.usatoday.com/story/travel/airline-news/2020/05/08/delta-will-stop-flying-airports-coronavirus/3099278001/,22.360000610351562,22.719999313354492
48,Delta,05-08-2020,"After Win At United, Labor Looks To Change Delta And JetBlue CARES Act Policies - Forbes",1,https://www.forbes.com/sites/tedreed/2020/05/08/after-win-at-united-labor-looks-to-change-delta-and-jetblue-cares-act-policies/,22.360000610351562,22.719999313354492
49,Delta,05-08-2020,Delta restarts some international routes - Atlanta Journal Constitution,1,https://www.ajc.com/blog/airport/delta-restarts-some-international-routes/NvnFq6wpjbOsu9c6gDeayM/,22.360000610351562,22.719999313354492
50,Delta,05-08-2020,Refunding Delta flights was quick and easy with patience and know-how - The Points Guy,1,https://thepointsguy.com/news/delta-flight-refund-success-story/,22.360000610351562,22.719999313354492
51,Delta,05-08-2020,Invite-only Delta 360 elite status extended through January 2022 - The Points Guy,1,https://thepointsguy.com/news/delta-360-extended-jan-2022/,22.360000610351562,22.719999313354492
52,Delta,05-08-2020,Delta sanitizing airplane cabins with sprayers before every flight - Atlanta Journal Constitution,1,https://www.ajc.com/blog/airport/delta-sanitizing-airplane-cabins-with-sprayers-before-every-flight/Tjs2TDpfEvv5Z8iolgA4UI/,22.360000610351562,22.719999313354492
53,Delta,05-08-2020,JetBlue Will Face Off With Delta For Free Slots At London Heathrow Airport - Forbes,1,https://www.forbes.com/sites/willhorton1/2020/05/08/jetblue-will-face-off-delta-for-free-slots-at-london-heathrow-airport/,22.360000610351562,22.719999313354492
54,Delta,05-08-2020,"Delta, LATAM Sign ""Trans-American Joint Venture"" - Caribbean Journal",1,https://www.caribjournal.com/2020/05/07/latam-delta-joint-venture/,22.360000610351562,22.719999313354492
55,Delta,05-08-2020,Spy satellite launch on Delta 4-Heavy rocket delayed to August - Spaceflight Now,1,https://spaceflightnow.com/2020/05/08/spy-satellite-launch-on-delta-4-heavy-rocket-delayed-to-august/,22.360000610351562,22.719999313354492
56,Delta,05-11-2020,Delta suspends service in 11 airports - Atlanta Business Chronicle,0,https://www.bizjournals.com/atlanta/news/2020/05/11/delta-suspends-service-in-11airports.html,22.100000381469727,22.010000228881836
57,Delta,05-11-2020,Delta to halt flights to certain airports as passengers stay home - Cincinnati Business Courier,0,https://www.bizjournals.com/cincinnati/news/2020/05/11/delta-to-halt-flights-to-certain-airports-as.html,22.100000381469727,22.010000228881836
58,Delta,05-11-2020,Delta Air Lines Schedules Last MD88 & MD90 Flights - Simple Flying,0,https://simpleflying.com/delta-md-88-and-90-retirement/,22.100000381469727,22.010000228881836
59,Delta,05-11-2020,Flying Delta? Don't expect to sit by the window or aisle in the near future - Time Out,0,https://www.timeout.com/usa/news/flying-delta-dont-expect-to-sit-by-the-window-or-aisle-in-the-near-future-051120,22.100000381469727,22.010000228881836
60,Delta,05-11-2020,Delta halts service to 10 airports - WATE 6 On Your Side,0,https://www.wate.com/news/delta-halts-service-to-10-airports/,22.100000381469727,22.010000228881836
61,Delta,05-11-2020,"Zacks Value Investor Highlights: American Airlines, United AiZacks Value Investor Highlights: American Airlines, United Airlines, Delta, Southwest and Union Pacificrlines, Delta, Southwest and Union Pacific - Yahoo Finance",0,https://finance.yahoo.com/news/zacks-value-investor-highlights-american-170405715.html,22.100000381469727,22.010000228881836
62,Delta,05-11-2020,Delta CEO says airline industry will need 3 years to recover - New Europe,0,https://www.neweurope.eu/article/delta-ceo-says-airline-industry-will-need-3-years-to-recover/,22.100000381469727,22.010000228881836
63,Delta,05-11-2020,Delta to retire MD-88s & MD-90s on 2 June; only one operator remains - anna.aero,0,https://www.anna.aero/2020/05/11/delta-to-retire-md-88s-only-one-operator-remains/,22.100000381469727,22.010000228881836
64,Delta,05-11-2020,Delta Suspending Service at 10 Metropolitan Airports - Yahoo Lifestyle,0,https://www.yahoo.com/lifestyle/delta-suspending-10-metropolitan-airports-190308899.html,22.100000381469727,22.010000228881836
65,Delta,05-11-2020,Delta Drone reinforces its financial resources Paris Stock Exchange:ALDR - GlobeNewswire,0,http://www.globenewswire.com/news-release/2020/05/11/2031364/0/en/Delta-Drone-reinforces-its-financial-resources.html,22.100000381469727,22.010000228881836
66,Delta,05-11-2020,Face masks required if you're traveling on these airlines from Lambert - St. Louis Business Journal,0,https://www.bizjournals.com/stlouis/news/2020/05/11/face-masks-required-if-youre-traveling-on-these.html,22.100000381469727,22.010000228881836
67,Delta,05-11-2020,"Times-Delta offers new lineup of digital comics, puzzles and advice columns - Visalia Times-Delta and Tulare Advance-Register",0,https://www.visaliatimesdelta.com/story/entertainment/2020/05/11/times-delta-offers-new-lineup-digital-comics/3091237001/,22.100000381469727,22.010000228881836
68,Delta,05-11-2020,Should You Buy Delta Air Lines Inc. (NYSE:DAL) Right Now? Here’s How to Decide - State Reviewer,0,https://statereviewer.com/2020/05/11/should-you-buy-delta-air-lines-inc-nysedal-right-now-heres-how-to-decide-2/,22.100000381469727,22.010000228881836
69,Delta,05-11-2020,Morning Headlines: Delta Suspends Service at CAK; State to Randomly Test for COVID-19 Antibodies - WKSU News,0,https://www.wksu.org/post/morning-headlines-delta-suspends-service-cak-state-randomly-test-covid-19-antibodies,22.100000381469727,22.010000228881836
70,Delta,05-11-2020,ULA's Delta 4 Heavy-Lift Rocket to Launch NRO Satellite in August - ExecutiveBiz,0,https://blog.executivebiz.com/2020/05/ulas-delta-4-heavy-lift-rocket-to-launch-nro-satellite-in-august/,22.100000381469727,22.010000228881836
71,Delta,05-11-2020,"Live coronavirus updates for Monday, May 11: Another Utahn dies; Arches and Canyonlands to reopen - Salt Lake Tribune",0,https://www.sltrib.com/news/2020/05/11/live-coronavirus-updates/,22.100000381469727,22.010000228881836
72,Delta,05-11-2020,Delta County Central Dispatch to be down for a few hours early Wednesday morning - UpperMichigansSource.com,0,https://www.uppermichiganssource.com/content/news/Delta-County-Central-Dispatch-to-be-down-for-a-few-hours-early-Wednesday-morning-570379791.html,22.100000381469727,22.010000228881836
73,Delta,05-11-2020,"Teletherapy services provide at-home care for seniors experiencing depression, anxiety, or loneliness - Record Delta",0,https://therecorddelta.com/article/teletherapy-services-provide-at-home-care-for-seniors-experiencing-depression-anxiety-or-loneliness,22.100000381469727,22.010000228881836
74,Delta,05-11-2020,Delta Dental of Tennessee Commits More than $3.3 Million to Help Dentists Safely Return to Work - Business Wire,0,https://www.businesswire.com/news/home/20200511005794/en/Delta-Dental-Tennessee-Commits-3.3-Million-Dentists,22.100000381469727,22.010000228881836
75,Delta,05-11-2020,"Capito, bipartisan Senators aim to give states, cities greater flexibility with COVID-19 relief funds - Record Delta",0,https://therecorddelta.com/article/capito-bipartisan-senators-aim-to-give-states-cities-greater-flexibility-with-covid-19-relief-funds,22.100000381469727,22.010000228881836
76,Delta,05-11-2020,WV DHHR COVID-19 update – May 11 at 5 pm - Record Delta,0,https://www.therecorddelta.com/article/wv-dhhr-covid-19-update-may-11-at-5-pm,22.100000381469727,22.010000228881836
77,Delta,05-11-2020,Paycheck Protection Program funds still available Round Two still has over $100 Billion for borrowers in need - Record Delta,0,https://therecorddelta.com/article/paycheck-protection-program-funds-still-available-round-two-still-has-over-100-billion-for-borrowers-in-need,22.100000381469727,22.010000228881836
78,Delta,05-11-2020,Arm surgery for Nickelback's Surrey-raised drummer Daniel Adair - North Delta Reporter,0,https://www.northdeltareporter.com/entertainment/arm-surgery-for-nickelbacks-surrey-raised-drummer-daniel-adair/,22.100000381469727,22.010000228881836
79,Delta,05-11-2020,Third Delta IV booster arrives at VAFB - Santa Maria Times,0,https://santamariatimes.com/news/local/military/vandenberg/third-delta-iv-booster-arrives-at-vafb/article_d7bed1df-a041-5847-b25f-7c88aee4da33.html,22.100000381469727,22.010000228881836
80,Delta,05-11-2020,11-acre outdoor cannabis farm coming to Delta | Grow - Daily Hive,0,https://dailyhive.com/grow/delta-outdoor-cannabis-farm,22.100000381469727,22.010000228881836
81,Delta,05-11-2020,BRIEF-Delta Plus Group Says At Least Q2 Will Be Negatively Impacted by COVID-19 - Reuters,0,https://www.reuters.com/article/brief-delta-plus-group-says-at-least-q2/brief-delta-plus-group-says-at-least-q2-will-be-negatively-impacted-by-covid-19-idUSFWN2CT0YD,22.100000381469727,22.010000228881836
