,Firm,Date,Headlines,Label,Description,Open,Close
0,Ares,05-01-2019,Ares Capital Corp (ARCC) Q1 2019 Earnings Call Transcript - Motley Fool,0,https://www.fool.com/earnings/call-transcripts/2019/05/01/ares-capital-corp-arcc-q1-2019-earnings-call-trans.aspx,18.040000915527344,17.700000762939453
1,Ares,06-05-2019,Ares Capital: Risk/Reward No Longer Attractive - Seeking Alpha,0,https://seekingalpha.com/article/4268401-ares-capital-risk-reward-no-longer-attractive,17.8799991607666,17.860000610351562
2,Ares,06-11-2019,Here’s What Hedge Funds Think About Ares Capital Corporation (ARCC) - Yahoo Finance,0,https://finance.yahoo.com/news/hedge-funds-think-ares-capital-150305833.html,18.149999618530273,17.989999771118164
3,Ares,07-16-2019,Ares Capital's Dividend Sustainability Through The First Half Of 2020 (Includes Special Periodic Dividend Projection) - Seeking Alpha,1,https://seekingalpha.com/article/4275302-ares-capitals-dividend-sustainability-through-first-half-of-2020-includes-special-periodic,18.239999771118164,18.25
4,Ares,07-30-2019,Ares Capital (ARCC) Beats Q2 Earnings and Revenue Estimates - Yahoo Finance,1,https://finance.yahoo.com/news/ares-capital-arcc-beats-q2-122512933.html,18.280000686645508,18.700000762939453
5,Ares,08-05-2019,Here is Why Growth Investors Should Buy Ares Capital (ARCC) Now - Yahoo Finance,0,https://finance.yahoo.com/news/why-growth-investors-buy-ares-124512357.html,18.40999984741211,18.059999465942383
6,Ares,08-08-2019,4 Reasons to Add Ares Capital (ARCC) Stock to Your Portfolio - Yahoo Finance,1,https://finance.yahoo.com/news/4-reasons-add-ares-capital-121012217.html,18.399999618530273,18.6200008392334
7,Ares,08-14-2019,"Blue-Chip BDC Yield 9.1%, 'Special Dividends' And Insiders Buying: Ares Capital - Seeking Alpha",0,https://seekingalpha.com/article/4283417-blue-chip-bdc-yield-9_1-special-dividends-and-insiders-buying-ares-capital,18.450000762939453,18.329999923706055
8,Ares,08-16-2019,2 Top Tier Internally Managed BDCs Vs. Ares The Giant - Seeking Alpha,1,https://seekingalpha.com/article/4286255-2-top-tier-internally-managed-bdcs-vs-ares-giant,18.479999542236328,18.639999389648438
9,Ares,08-22-2019,"Ares Capital Corp.: 8.6%-Yield, But The Air Is Getting Thinner - Seeking Alpha",0,https://seekingalpha.com/article/4287302-ares-capital-corp-8_6-yield-air-is-getting-thinner,18.969999313354492,18.889999389648438
10,Ares,08-30-2019,"Ares Capital: 8.5% Yield, Stable Income Potential - Seeking Alpha",1,https://seekingalpha.com/article/4289033-ares-capital-8_5-yield-stable-income-potential,18.860000610351562,18.860000610351562
